317126508001,,,F,C,B+,F,B,A,A,,
317126508002,8.33,7.90,A,A,A+,A,A,A+,A+,,
317126508003,8.72,8.78,A,A+,A+,O,A,A+,A,,
317126508004,9.44,9.30,O,A+,A+,O,A+,O,A+,,
317126508005,9.22,9.08,O,A+,A+,O,A+,A+,A,,
317126508006,8.00,7.83,A+,B+,A,A,A,A+,B+,,
317126508007,8.89,8.55,O,A,A,O,A,A+,A+,,
317126508008,8.72,8.85,A+,A,A+,O,A,A+,A,,
317126508009,,,F,P,B,F,B,B+,B+,,
317126508010,9.39,9.15,O,A+,A+,O,O,A,A+,,
317126508011,7.61,7.98,A,A,B,A,B+,A,A,,
317126508012,,,F,F,C,F,F,B+,B+,,
317126508013,7.50,7.05,A,B+,A,B+,B+,A+,B+,,
317126508014,5.17,,P,P,B+,P,C,B+,B+,,
,,,EM-II,EC,PE&HV,MCE,CEM,EC LAB,LANG L,,
,,,ENGINEE RING MATHEM,ENGINEE RING CHEMIST,PROFESS IONAL ETHICS &,MATHEM ATICS FOR,CIVIL ENGINEE RING,ENGINEE RING CHEMIST,LANGUA GE LAB,,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,,
317126508015,,,F,F,P,F,C,A,C,,
317126508016,,,P,F,P,F,F,B,C,,
317126508017,5.22,,C,P,B,C,P,B+,B+,,
317126508018,7.72,6.73,A,B+,B+,A,A,A+,B+,,
317126508019,8.11,7.35,A+,A,A,A+,B,A+,A,,
317126508020,5.28,5.63,P,P,B+,P,C,A,B+,,
317126508021,7.61,7.53,B+,A,A,B+,B+,A+,A,,
317126508022,6.78,6.73,C,B,B,B+,A,A,A,,
317126508023,6.28,6.65,C,B+,B+,B,C,A,B+,,
317126508024,8.00,7.53,A,A,A,A+,B+,A+,B+,,
317126508025,8.72,8.20,A+,A,A,A+,A+,A+,A+,,
317126508026,7.94,7.80,A,A,A,B+,A,A+,A,,
317126508027,,,F,B,B+,F,C,B+,B+,,
317126508028,8.72,8.85,A+,A+,A,A+,A,A+,A+,,
,,,EM-II,EC,PE&HV,MCE,CEM,EC LAB,LANG L,,
,,,ENGINEE RING MATHEM,ENGINEE RING CHEMIST,PROFESS IONAL ETHICS &,MATHEM ATICS FOR,CIVIL ENGINEE RING,ENGINEE RING CHEMIST,LANGUA GE LAB,,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,,
317126508029,8.72,8.33,O,A,A,A+,A,A+,A+,,
317126508030,,,C,C,A,C,F,B+,B+,,
317126508031,9.06,8.63,O,A+,A,O,A,O,A,,
317126508032,7.67,7.35,A+,B,C,O,B+,A+,B+,,
317126508033,,,F,P,P,F,P,A,A,,
317126508034,8.39,7.63,B+,A+,A,A,A+,A+,A+,,
317126508035,7.72,7.60,B+,B+,A,A,B+,A+,A+,,
317126508036,,,F,F,P,F,P,B+,B+,,
317126508037,,,P,F,P,P,P,B+,B+,,
317126508038,5.72,5.78,C,B+,C,P,C,A,B+,,
317126508039,7.33,7.00,B+,B+,B,A,B,A+,A+,,
317126508040,7.61,7.40,B+,B+,B+,A,B+,A+,A+,,
317126508041,,,C,B,C,C,F,B+,B,,
317126508042,8.39,7.38,A,A+,A,A,A,O,A,,
,,,EM-II,EC,PE&HV,MCE,CEM,EC LAB,LANG L,,
,,,ENGINEE RING MATHEM,ENGINEE RING CHEMIST,PROFESS IONAL ETHICS &,MATHEM ATICS FOR,CIVIL ENGINEE RING,ENGINEE RING CHEMIST,LANGUA GE LAB,,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,,
317126508043,4.56,,P,P,P,P,P,B+,B,,
317126508044,5.06,,P,P,C,P,C,A,B+,,
317126508045,7.61,,A,B+,A,B+,B+,A+,A,,
317126508046,6.50,6.65,A,C,B,B+,C,A,B+,,
317126508047,6.83,6.88,B+,B+,C,B+,B,A,A,,
317126508048,,,P,F,B+,P,C,A,A,,
317126508049,7.83,7.88,A,A,A,A,B+,A,A,,
317126508050,6.00,,P,B,B,B,B,B+,A,,
317126508051,9.61,9.53,O,A+,A+,O,O,O,A+,,
317126508052,8.33,8.35,A+,A,A,A+,A,A,A,,
317126508053,,,F,F,F,I,P,I,A,,
317126508054,,,F,F,P,F,P,B+,B+,,
317126508055,9.50,9.00,O,A+,A+,O,O,A+,A+,,
317126508056,5.72,5.70,C,B,C,C,C,B+,A,,
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510001,8.38,8.16,O,A,B,B+,A,O,A,O,A+
317126510002,7.83,7.93,B+,B,A,A,A,O,A,B+,O
317126510003,6.46,6.49,B,B,B,B,C,A+,B+,B,A+
317126510004,,,P,P,C,B,F,O,A,B+,A+
317126510005,7.29,7.58,C,A,A,B+,B,A+,A,B+,A+
317126510006,6.88,6.81,B+,B+,B,B+,C,O,A,C,A+
317126510007,,,P,P,C,C,F,A+,A,F,A
317126510008,7.17,8.02,B,B+,A,B+,B+,A+,A,C,A+
317126510009,7.17,6.98,A,B+,C,B+,P,A+,A,A+,A+
317126510010,8.92,8.95,A+,A,A+,A+,A,O,A+,A+,O
317126510011,7.38,7.26,B,B+,A,B+,B+,A+,A+,B,A+
317126510012,9.13,8.86,A+,A+,A+,A+,A+,O,A,O,A+
317126510013,8.79,9.00,A+,A,A,A+,A,O,A+,A+,O
317126510014,7.96,8.33,B,A+,A+,B+,B+,O,A+,B+,A+
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510015,9.29,9.19,A+,A+,A+,O,A+,O,A+,A+,O
317126510016,8.50,8.65,A,A,A,A+,B+,O,O,A,O
317126510017,7.29,7.37,B,B+,B+,B+,B+,A+,A,B+,A+
317126510018,6.04,6.56,C,P,B,B+,P,A+,A,C,A+
317126510019,7.38,7.28,C,B+,B+,A,B+,O,A,B+,A+
317126510020,8.92,9.02,A+,A,A+,A+,A,O,A+,A+,O
317126510021,7.38,7.77,A,B+,B,B,B+,O,A,B+,A+
317126510022,9.00,8.70,O,A,A+,A+,A+,O,A,A+,A+
317126510023,8.75,8.60,O,A+,A,A+,A,O,A,A,A+
317126510024,8.29,8.42,A+,B+,B+,A+,A,A+,A,A+,A+
317126510025,8.08,7.95,A,A,B+,B+,B+,O,A+,A+,A+
317126510026,,,F,F,F,F,F,A+,B+,F,O
317126510027,7.38,7.56,A+,C,C,A+,C,O,A,A,A+
317126510028,,,P,C,C,B+,P,O,B+,F,O
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510029,7.21,7.21,P,A,A,B+,B+,O,A+,C,A+
317126510030,8.92,8.91,A+,A,A,A+,A,O,A+,O,O
317126510031,6.83,6.72,B+,B,C,A,C,A+,B+,B+,A+
317126510032,5.79,6.12,P,C,C,B,P,A+,A,C,A+
317126510033,,,P,C,C,B,F,A+,A,B,A+
317126510034,8.21,8.05,A+,A+,B+,A,B+,A+,B+,A+,A+
317126510035,7.38,7.79,B+,A,A,P,B+,O,A,B+,A+
317126510036,9.58,9.51,O,O,A,O,O,O,A,O,O
317126510037,9.17,9.09,A+,O,A+,A+,O,O,A+,B+,O
317126510038,9.17,8.98,A+,A+,A,A+,O,O,A+,A+,O
317126510039,9.17,9.00,A+,A+,A+,A+,A,O,A+,O,O
317126510040,,,P,P,C,F,F,O,A,A+,A+
317126510041,9.33,9.33,O,A+,A+,O,A+,O,A,A+,O
317126510042,,,B+,A,A,F,B+,A+,B+,C,A+
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510043,7.79,8.00,A,A+,A,A,B+,A+,A,C,A+
317126510044,,,B,B,B+,F,F,O,A,C,A+
317126510045,9.08,9.05,A+,A+,A+,A+,A+,O,A+,A+,A+
317126510046,6.04,,C,B,C,C,P,A+,A,B,A+
317126510047,,,C,B,B+,F,F,O,A,B,A+
317126510048,8.13,7.84,O,A,B+,A+,B,O,B+,B+,O
317126510049,,,P,P,C,F,F,A+,A,C,A+
317126510050,8.71,8.95,O,A+,A+,A,A,O,A+,B+,A+
317126510051,8.83,8.84,O,A+,A+,A+,A+,O,A,B,O
317126510052,8.58,8.35,O,A,A,A+,B+,O,A,A,O
317126510053,8.13,8.33,B+,A+,A+,A,B+,O,A,B+,A+
317126510054,6.50,6.49,P,B,B+,B,C,O,A,B,A+
317126510055,9.04,8.81,O,A,A+,A+,A,O,A+,A+,O
317126510057,8.46,8.33,A,A+,A,O,B+,A+,A+,B+,O
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510058,6.58,6.65,B+,B+,B,B,P,A+,B+,B,A+
317126510059,7.13,7.49,A,B,A+,B,C,A+,A,C,O
317126510061,8.67,8.44,B+,A,A,O,B+,O,A+,O,O
317126510062,,,F,F,F,F,F,C,B+,F,B+
317126510063,8.50,8.00,A+,A+,B+,A+,B+,O,A,A+,A+
317126510064,,,B+,B+,A,B+,B,A+,A,F,A+
317126510065,9.54,9.30,O,A+,A+,O,A+,O,A+,O,O
317126510066,8.38,8.14,A,A+,A,A+,B,A+,A,A+,O
317126510067,8.21,8.23,A+,A+,A,A,C,A+,A+,A,O
317126510068,7.58,7.60,A,B+,B+,A,C,A+,B+,A+,A+
317126510069,8.88,8.79,A+,A+,B+,O,A,O,A,O,A+
317126510070,8.50,8.51,A,A,O,A+,A,A+,A,B+,O
317126510071,8.50,8.58,A+,A,A,A,B+,A+,A,O,O
317126510072,8.67,8.72,O,A,A+,A,C,O,A+,O,O
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510073,8.46,8.44,O,A+,B+,A,B+,O,A+,A,A+
317126510074,,,A+,A+,B+,B,C,A+,A,F,A+
317126510075,8.17,8.26,A+,A+,A,B+,B+,A+,A,A,A+
317126510076,8.83,8.44,O,A+,A+,A,A,O,A,A,O
317126510077,8.42,8.53,A+,A+,A+,B+,B+,A+,A,A+,A+
317126510078,8.92,8.81,O,A+,A,A+,A,O,A+,A,O
317126510079,7.21,7.23,A,B+,B,A,P,A,B+,A,O
317126510080,8.88,8.53,O,A+,A,A,A+,A+,A,A+,O
317126510082,5.88,6.00,P,C,C,C,P,A,A,A,A
317126510083,,,A,B+,C,F,P,A+,B,F,A
317126510084,8.96,8.72,A+,A+,A,A+,A,O,A,O,O
317126510085,6.96,6.58,B,A,B,B+,P,A+,B+,A,A+
317126510086,8.13,8.19,A,A+,B+,A+,B+,O,A,B+,A+
317126510087,,,P,A,B+,F,B+,A,A,F,A
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510088,,,B,B+,C,C,P,A,B+,F,A+
317126510089,,,C,B+,B+,B+,P,A+,A,F,A+
317126510090,,,B+,B+,C,B+,C,A,B+,F,O
317126510091,8.42,8.37,A+,A,A,A,A,A+,A,A+,A+
317126510092,8.00,7.79,A+,A+,A,A,C,B+,B+,A+,O
317126510093,8.92,8.63,O,A+,A+,A+,A,A+,A,A+,A+
317126510094,7.67,7.63,A,A,A,A,P,A+,A,A,A+
317126510095,,,B,B,B+,P,P,A+,B+,F,A+
317126510096,9.54,9.47,O,O,A+,A+,A+,O,A+,O,O
317126510097,8.71,8.60,A+,A+,B+,A+,B+,A+,A+,O,O
317126510098,8.46,8.37,A,A,A,O,C,A+,A+,O,O
317126510099,7.96,8.23,A,A+,B+,A,B+,A+,B+,A,A+
317126510100,8.08,8.07,B+,A+,A,B+,A,A,A,A+,A+
317126510101,8.63,8.26,A+,A+,A,A+,B+,A+,A,A+,O
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510102,,,F,A,B,P,P,A+,B+,A,A
317126510103,6.63,6.91,C,B+,C,B+,C,A+,B+,A,A
317126510104,8.21,8.33,O,B+,B+,A,A,A+,B+,A+,A+
317126510105,8.25,8.16,B+,A+,A,A+,B,A+,A,A+,O
317126510107,8.42,8.40,B+,A+,A,A+,B+,A+,A+,O,A
317126510108,,,F,B,C,P,F,B+,B+,B+,A
317126510110,8.38,8.07,A+,A+,A,A,B+,O,A,A,A+
317126510111,,,C,B,B+,P,P,A,A,F,A+
317126510112,8.17,7.74,O,A,B+,A,B,A+,A,A+,A+
317126510113,8.25,8.00,A+,A,B+,A+,B+,A+,A,A,O
317126510114,,,P,C,C,P,P,B+,A,F,A
317126510115,,,P,C,C,B,F,A,A,A,A+
317126510116,8.71,8.44,A+,A,A+,A,A,O,A+,A+,A+
317126510117,8.13,8.30,A,A,A,A,B+,O,A,A,A+
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510118,9.17,8.91,O,A+,A,A+,A,O,A+,O,O
317126510119,7.08,6.95,B+,B+,B,B+,P,A+,A,A+,A
317126510120,,,P,C,B,B+,F,A,B+,B+,A
317126510121,8.38,8.47,A+,A+,B+,B+,A+,A+,A+,A,A+
317126510122,8.00,7.86,A,A+,B+,A,B+,O,B+,B+,O
317126510123,8.63,8.84,A+,A+,A,A,A,A+,A,A+,O
317126510124,7.50,7.70,A,B+,B+,C,A,A,B+,A+,A+
317126510125,8.96,8.79,O,A+,A,A+,A,O,A,A+,O
317126510126,6.71,7.09,B,B,C,B+,C,O,B,A,A+
317126510127,9.67,9.33,O,O,A+,O,A+,O,A+,O,O
317126510128,,,B,B,P,F,P,A+,B,F,A
317126510129,9.08,8.74,A+,A+,A,O,A,O,A+,O,A+
317126510130,8.04,8.07,A,A+,B+,B+,B+,A+,A,A+,A+
317126510131,8.63,8.58,A+,A+,A+,B+,A,O,A,A+,A+
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510132,8.92,8.84,O,A+,B+,A+,A,O,A+,A+,O
317126510133,8.38,8.23,B+,A+,A,B+,A+,O,A,A+,A+
317126510134,7.92,7.81,A+,A+,B+,A,C,O,B+,A,A+
317126510135,8.92,8.93,A+,A+,A,A+,A+,A+,A,O,A+
317126510136,7.46,7.30,A,A,P,A,B+,A+,B+,A,A+
317126510137,,,B+,B+,A,A,A,O,A,F,A+
317126510138,,,P,C,B+,F,C,B+,A,B+,A+
317126510139,8.92,8.84,A,O,A,A,A+,O,A+,A+,O
317126510140,9.33,9.19,O,O,A+,A,O,O,A,A+,O
317126510141,5.96,5.72,C,C,C,P,P,A+,B+,A,A+
317126510142,,,F,B+,B,P,B,A+,B+,B+,A
317126510143,8.25,8.07,A+,A,B+,B+,A,O,A,A+,A+
317126510144,8.38,8.14,A,A+,A,B+,A,O,A,A+,A+
317126510145,7.71,7.53,B+,A,B+,A,A,A+,B+,B+,A+
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510146,7.79,7.65,B+,B+,B+,A+,B+,A+,A,A,A+
317126510147,,,P,B,P,B,C,A,B+,F,A+
317126510148,8.04,7.95,B+,A+,B+,A,A,O,B+,A,A+
317126510149,7.42,7.40,B,A,C,B+,B+,A+,A,A+,A+
317126510150,8.54,8.49,O,A,A,A+,B+,A+,A,A+,A+
317126510151,7.92,7.58,B,A+,A,B+,B+,O,B+,A+,A+
317126510152,7.92,7.93,B+,A,A,B+,B+,A+,A,A+,A+
317126510153,6.83,6.70,C,B,C,B+,B+,A+,B+,A,A+
317126510154,,,C,C,F,P,P,A+,B,F,A+
317126510156,9.33,9.30,A+,A+,A+,O,A+,O,A,O,O
317126510157,8.21,7.88,A,A,A,B+,A,O,A,A,O
317126510158,8.63,8.28,O,A+,A,B+,A,O,A,A+,A+
317126510159,,,F,F,P,P,F,A,B+,B+,A+
317126510160,8.29,8.14,B+,A+,A,A,A,A+,A,A+,A+
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510161,,,P,B+,P,C,F,A+,A,B+,A+
317126510162,,,F,B,P,C,F,A+,A,B+,A+
317126510163,6.04,6.51,B,C,P,P,P,O,B+,A,A+
317126510164,,,F,F,F,F,F,I,C,F,I
317126510165,8.42,8.77,A+,A,B+,A,A+,A+,A,A+,A+
317126510166,7.46,7.58,A,B+,B+,B,A,A+,B+,B+,A+
317126510167,7.63,7.98,B,A,B+,B,B+,O,B+,A+,O
317126510168,8.38,8.28,A,A,A,A,A,O,A,A+,A+
317126510169,8.33,8.16,A+,A+,A,B+,B+,O,A,A,O
317126510170,9.00,8.86,O,A+,B+,A+,A+,A+,A,O,O
317126510171,7.42,7.26,C,A,B+,B+,B,A+,A,A+,A+
317126510172,7.04,7.21,C,A,B,B,B+,A+,A,B+,A+
317126510174,8.50,8.51,A+,A,A+,A,A,A+,A,A,O
317126510175,7.83,7.58,A,A,B+,B,B,O,A+,A+,A+
,,,EM-II,EP,ES,ED,EEE,EP LAB,LANG L,OOP LA,WS
,,,ENGINEE RING MATHEM,ENGINEE RING PHYSICS,ENVIRON MENTAL SCIENCE,ENGINEE RING DRAWIN,ELEMENT S OF ELECTRI,ENGINEE RING PHYSICS,LANGUA GE LAB,OBJECT ORIENTE D,WORKSH OP
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade
317126510176,9.54,9.42,O,A+,A+,O,A+,O,A+,O,O
317126510177,8.17,8.30,A+,A+,A,C,A,O,B+,A+,A+
317126510178,8.50,8.40,O,A,B+,B+,A,A+,A,O,O
317126510179,9.29,9.12,O,A+,A+,A+,A+,O,A+,A+,O
317126510180,9.04,8.79,A+,A+,A+,A,A+,O,A+,A+,O
,,,EM-II,EC,PEHV,AP,FEEE,EC LAB,LANG L,OOP LA,
,,,ENGINEE RING MATHEM,ENGINEE RING CHEMIST,PROFESS IONAL ETHICS &,APPLIED PHYSICS,FUNDAM ENTALS OF EEE,ENGINEE RING CHEMIST,LANGUA GE LAB,OBJECT ORIENTE D,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,
317126514001,7.05,7.42,B,A,B,B,B+,A,A+,B+,
317126514002,8.00,8.12,A+,A+,B+,A,B+,A+,A,B+,
317126514003,5.86,6.56,P,B+,C,B+,P,A,A,C,
317126514004,,,P,P,F,F,F,B+,B+,B+,
317126514005,8.62,8.63,A+,A+,A,A,A,A+,A+,A+,
317126514006,7.90,8.30,A,A+,B+,A,A,B+,A+,B+,
317126514007,6.62,6.95,B+,B,P,B,B,A,A,A,
317126514008,7.76,8.19,A+,A+,B+,B+,B+,A,A,B+,
317126514009,7.33,7.49,A,B+,B+,B+,B,A,A,A,
317126514010,,,C,C,F,P,B,A,B+,B+,
317126514011,7.19,7.49,A,A,B+,C,B+,A,A,B+,
317126514012,7.00,7.40,B+,B+,B,C,B+,A,B+,A+,
317126514013,7.14,7.28,B,B+,A,B+,B,B+,A+,A,
317126514014,8.05,7.91,A+,A+,B,B+,B+,A,A+,A+,
,,,EM-II,EC,PEHV,AP,FEEE,EC LAB,LANG L,OOP LA,
,,,ENGINEE RING MATHEM,ENGINEE RING CHEMIST,PROFESS IONAL ETHICS &,APPLIED PHYSICS,FUNDAM ENTALS OF EEE,ENGINEE RING CHEMIST,LANGUA GE LAB,OBJECT ORIENTE D,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,
317126514015,7.48,7.51,A,A,B,B+,B+,A+,A,B+,
317126514016,5.86,6.28,C,P,C,P,C,A,A,A+,
317126514017,7.33,7.51,A+,A,B,C,B+,A,A+,B+,
317126514018,,,C,P,C,F,P,F,A,B+,
317126514019,7.90,8.12,A,A,B,A,A,A+,A,A,
317126514020,8.76,8.77,O,A+,B+,A,A,O,A+,A+,
317126514021,7.67,7.86,A,A,B+,A,B,B+,A,A+,
317126514022,,,F,F,P,F,F,A,B+,B,
317126514023,7.67,8.21,A,A,A,B+,B+,A,A+,B+,
317126514024,7.90,7.98,A,A+,A,B+,B+,A+,A+,B+,
317126514025,,,B,P,P,P,F,A,A,B+,
317126514026,7.71,7.81,A,A,B,A,B,A+,A+,A,
317126514027,7.10,7.70,B+,B+,A,B,B,A+,A,B+,
317126514028,7.57,8.05,B+,A,B+,A,B,A+,A,A,
,,,EM-II,EC,PEHV,AP,FEEE,EC LAB,LANG L,OOP LA,
,,,ENGINEE RING MATHEM,ENGINEE RING CHEMIST,PROFESS IONAL ETHICS &,APPLIED PHYSICS,FUNDAM ENTALS OF EEE,ENGINEE RING CHEMIST,LANGUA GE LAB,OBJECT ORIENTE D,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,
317126514029,,,F,P,P,P,F,A,A,B,
317126514030,7.81,8.21,A+,A,B+,B+,B+,A+,A+,B+,
317126514031,8.48,8.65,A+,A,A+,A,A,A+,A,A+,
317126514032,,,B+,B,F,C,C,A+,A,A,
